iter	RMSE
159	3.500542261
160	3.499810755
161	3.498895776
162	3.497803348
163	3.496824602
164	3.495781953
165	3.494794944
166	3.493912292
167	3.493067617
168	3.492115712
169	3.491151388
170	3.490126958
171	3.489325923
172	3.488375475
173	3.487196688
174	3.486426004
175	3.485413993
176	3.484744042
177	3.484024791
178	3.483100121
179	3.482053383
180	3.481235782
181	3.480166646
182	3.479348846
183	3.478633799
184	3.477806484
185	3.476914555
186	3.475983185
187	3.475107733
188	3.47434792
189	3.473569212
190	3.472719273
191	3.471948657
192	3.471048759
193	3.470392545
194	3.469629902
195	3.468791229
196	3.468016019
197	3.467124522
198	3.466367745
199	3.465544748
200	3.464985459
201	3.463883182
202	3.462792257
203	3.46193322
204	3.460958361
205	3.460344683
206	3.459578736
207	3.458907074
208	3.458544231
209	3.457669605
210	3.456939949
211	3.456352514
212	3.455677483
213	3.454979401
214	3.453805242
215	3.453097005
216	3.452471575
217	3.451294622
218	3.450476795
219	3.449778762
220	3.448975442
221	3.448456363
222	3.447613265
223	3.446985565
224	3.446138977
225	3.445168339
226	3.444353158
227	3.443595375
228	3.442994831
229	3.442106638
230	3.441403935
231	3.440592365
232	3.439751938
233	3.438915032
234	3.438367311
235	3.437638014
236	3.436767158
237	3.436003146
238	3.435316687
239	3.434469478
240	3.433830429
241	3.433335349
242	3.432657082
243	3.431747741
244	3.431213069
245	3.430512055
246	3.429689264
247	3.429132362
248	3.428596548
249	3.428020046
250	3.427099832
251	3.426379113
252	3.425781281
253	3.425105183
254	3.42420734
255	3.423631371
256	3.422951753
257	3.422214038
258	3.421775341
259	3.42088247
260	3.420161512
261	3.419466657
262	3.418973077
263	3.418380859
264	3.417734171
265	3.417128572
266	3.41672235
267	3.416141974
268	3.415456673
269	3.414849804
270	3.414271486
271	3.413696847
272	3.413096881
273	3.412281982
274	3.411897742
275	3.411221405
276	3.410416835
277	3.409991863
278	3.409267412
279	3.408758526
280	3.408192258
281	3.40766315
282	3.407052429
283	3.406480798
284	3.406112458
285	3.405294715
286	3.404501442
287	3.403569591
288	3.403076733
289	3.402389022
290	3.401927083
291	3.401209717
292	3.4007055
293	3.400243372
294	3.399829268
295	3.399476271
296	3.398993259
297	3.398721244
298	3.39812285
299	3.397651821
300	3.39708097
301	3.396547964
302	3.396063681
303	3.395596997
304	3.395141702
305	3.394650246
306	3.39422661
307	3.39378383
308	3.39315043
309	3.392554982
310	3.391922569
311	3.39130629
312	3.390802882
313	3.390320791
314	3.390051966
315	3.389316789
316	3.388834357
317	3.388337286
318	3.387586833
319	3.387206508
320	3.386571933
321	3.385750041
322	3.38512912
323	3.384772118
324	3.384183781
325	3.383851642
326	3.383399986
327	3.382803082
328	3.382093813
329	3.381764934
330	3.381098005
331	3.380662984
332	3.380267394
333	3.379743523
334	3.378957521
335	3.37822432
336	3.377872284
337	3.377419637
338	3.376941002
339	3.376572621
340	3.376122709
341	3.375722728
342	3.374977029
343	3.374477183
344	3.373754174
345	3.37315911
346	3.372794322
347	3.372112276
348	3.371684169
349	3.371213079
350	3.370724218
351	3.370180265
352	3.369550305
353	3.368965912
354	3.368460727
355	3.367908717
356	3.367495008
357	3.367076662
358	3.366792582
359	3.36639774
360	3.365882753
361	3.365616347
362	3.365316975
363	3.364894263
364	3.36425841
365	3.363829592
366	3.363485043
367	3.362979467
368	3.362580176
369	3.36217597
370	3.361551527
371	3.36098762
372	3.360519215
373	3.359879109
374	3.35944899
375	3.358780739
376	3.35837467
377	3.357663695
378	3.357473933
379	3.357204611
380	3.356729769
381	3.356349616
382	3.355918176
383	3.355450828
384	3.354985802
385	3.354646684
386	3.354223161
387	3.353648401
388	3.353344047
389	3.352729045
390	3.352084869
391	3.351673641
392	3.351000433
393	3.350486763
394	3.350079753
395	3.34955234
396	3.349122505
397	3.348837301
398	3.348625144
399	3.347841026
400	3.347433133
401	3.346936415
402	3.346704154
403	3.346137706
404	3.345767015
405	3.345337252
406	3.344928458
407	3.344489203
408	3.344024511
409	3.343649816
410	3.343173235
411	3.34265366
412	3.342180365
413	3.341561268
414	3.341117314
415	3.34067631
416	3.340445295
417	3.340044824
418	3.339518117
419	3.339222467
420	3.338338145
421	3.33788489
422	3.337443167
423	3.337015903
424	3.336648582
425	3.336433594
426	3.336153693
427	3.335752682
428	3.335385406
429	3.334922143
430	3.334428505
431	3.334137047
432	3.333741083
433	3.333395504
434	3.332973352
435	3.332537629
436	3.332250771
437	3.331868349
438	3.331457324
439	3.330954609
440	3.33051423
441	3.330003619
442	3.329646987
443	3.329413417
444	3.329066705
445	3.328774074
446	3.328371851
447	3.327885866
448	3.32740876
449	3.326814891
450	3.326474731
451	3.325744061
452	3.325162795
453	3.324804747
454	3.324329895
455	3.323923427
456	3.323448313
457	3.32281998
458	3.322584895
459	3.322243076
460	3.321815305
461	3.321385791
462	3.320907872
463	3.320496742
464	3.319881757
465	3.319507153
466	3.319087231
467	3.318696967
468	3.318356351
469	3.318196663
470	3.317838099
471	3.317293316
472	3.316801196
473	3.316501505
474	3.316299263
475	3.315979808
476	3.315666476
477	3.315169611
478	3.314778529
479	3.314415673
480	3.314005525
481	3.313593289
482	3.313304669
483	3.312994129
484	3.312797212
485	3.312496715
486	3.312145504
487	3.311720044
488	3.311367308
489	3.311082107
490	3.310835865
491	3.310287994
492	3.309936441
493	3.309628016
494	3.309275966
495	3.308859877
496	3.30828775
497	3.308076213
498	3.307576584
499	3.307354492
500	3.306997158
501	3.306479727
502	3.306160707
503	3.30581216
504	3.305454367
505	3.304922403
506	3.304316853
507	3.303952672
508	3.303529333
509	3.303115226
510	3.302773001
511	3.302460406
512	3.302239631
513	3.301895745
514	3.301599477
515	3.301295022
516	3.300770215
517	3.300389155
518	3.300075446
519	3.299749856
520	3.299497853
521	3.299248357
522	3.298746795
523	3.298261849
524	3.297903989
525	3.297514504
526	3.297209673
527	3.296817405
528	3.29625642
529	3.295827388
530	3.295600708
531	3.295282331
532	3.294785473
533	3.294375396
534	3.293700775
535	3.293446928
536	3.293111326
537	3.292841311
538	3.292473766
539	3.292087319
540	3.291771716
541	3.291405365
542	3.291117718
543	3.290897431
544	3.290646292
545	3.290136837
546	3.289794291
547	3.289100556
548	3.288789835
549	3.28855271
550	3.288326322
551	3.287698726
552	3.287337905
553	3.286790573
554	3.2865387
555	3.286318385
556	3.286113283
557	3.285685753
558	3.285077294
559	3.284716977
560	3.284293259
561	3.284012654
562	3.283593152
563	3.283238596
564	3.282798048
565	3.282355627
566	3.281905161
567	3.281700697
568	3.281410958
569	3.281170127
570	3.280791403
571	3.280417554
572	3.28010256
573	3.279849871
574	3.279496336
575	3.27908974
576	3.27881847
577	3.278509784
578	3.278082819
579	3.277858258
580	3.277428227
581	3.277190459
582	3.276808036
583	3.276373516
584	3.276127908
585	3.275569561
586	3.275226612
587	3.275002373
588	3.274476679
589	3.274174171
590	3.273803563
591	3.273523699
592	3.273231674
593	3.273069783
594	3.272527989
595	3.27220351
596	3.271642401
597	3.271439315
598	3.271183169
599	3.270920615
600	3.270762615
601	3.270487826
602	3.270232032
603	3.269872418
604	3.269399433
605	3.269106502
606	3.268856532
607	3.268569227
608	3.268141214
609	3.267774494
610	3.267529538
611	3.26715696
612	3.267008123
613	3.266701226
614	3.266268247
615	3.266010946
616	3.265670228
617	3.265277256
618	3.264971021
619	3.264616076
620	3.264228807
621	3.263990279
622	3.263688368
623	3.2634706
624	3.263104703
625	3.26285081
626	3.262367763
627	3.261967791
628	3.26174005
629	3.261372584
630	3.261166159
631	3.261021052
632	3.260716357
633	3.260346934
634	3.260059276
635	3.259705581
636	3.259364713
637	3.259036207
638	3.258661542
639	3.258431497
640	3.258144061
641	3.257555644
642	3.257366292
643	3.257015352
644	3.25668736
645	3.256236132
646	3.256042359
647	3.255755896
648	3.255334963
649	3.255066039
650	3.254625404
651	3.254238071
652	3.254024094
653	3.25362126
654	3.253433989
655	3.253189415
656	3.252903538
657	3.252572782
658	3.252273611
659	3.252053774
660	3.251608393
661	3.251239862
662	3.25107932
663	3.250699858
664	3.250567294
665	3.250233754
666	3.24982979
667	3.249592341
668	3.249053606
669	3.248885932
670	3.248405475
671	3.248018432
672	3.247588232
673	3.247270862
674	3.247016563
675	3.24655812
676	3.246245085
677	3.245832471
678	3.245609242
679	3.245465809
680	3.245385803
681	3.245190169
682	3.244694354
683	3.244409476
684	3.244021655
685	3.243536218
686	3.243390303
687	3.243091976
688	3.242845105
689	3.242179052
690	3.241920348
691	3.24150212
692	3.24127302
693	3.240929367
694	3.240766277
695	3.240517174
696	3.24022768
697	3.239989893
698	3.239747531
699	3.239221172
700	3.239034843
701	3.238489856
702	3.2381301
703	3.237861917
704	3.237455705
705	3.236929578
706	3.236519456
707	3.236132157
708	3.235854919
709	3.235524892
710	3.235332335
711	3.235006729
712	3.234729792
713	3.234388726
714	3.234032746
715	3.233650724
716	3.233531875
717	3.23318776
718	3.232793673
719	3.232575357
720	3.232426671
721	3.23223439
722	3.231914043
723	3.23160375
724	3.231264187
725	3.231035237
726	3.230803069
727	3.230459056
728	3.229914893
729	3.229480315
730	3.229339459
731	3.229049286
732	3.228855504
733	3.228501153
734	3.228163415
735	3.227981427
736	3.227713244
737	3.227338512
738	3.227119834
739	3.226755031
740	3.226528054
741	3.226248512
742	3.226081912
743	3.225671968
744	3.225448109
745	3.225243174
746	3.224788373
747	3.224287236
748	3.223990747
749	3.223702141
750	3.223409373
751	3.22318207
752	3.222994193
753	3.222775156
754	3.222123768
755	3.221836772
756	3.221399672
757	3.221226264
758	3.220650264
759	3.220411124
760	3.220003376
761	3.219545872
762	3.219306158
763	3.218825712
764	3.218673237
765	3.218483217
766	3.218118806
767	3.217840444
768	3.217624414
769	3.217190824
770	3.216816167
771	3.216672009
772	3.216291899
773	3.216113873
774	3.215819626
775	3.215570137
776	3.215340057
777	3.21504255
778	3.214785166
779	3.214476513
780	3.214145362
781	3.2138834
782	3.213574503
783	3.213107075
784	3.212696401
785	3.212442564
786	3.212109516
787	3.211707792
788	3.211287589
789	3.210821868
790	3.210585371
791	3.210333767
792	3.210049985
793	3.209797864
794	3.209483284
795	3.209318192
796	3.209060637
797	3.208963655
798	3.208726338
799	3.208418496
800	3.208234183
801	3.208059159
802	3.20776883
803	3.207660722
804	3.207453174
805	3.207329131
806	3.207122016
807	3.206773646
808	3.206500978
809	3.206376134
810	3.206263323
811	3.206089582
812	3.205842512
813	3.205712254
814	3.205196779
815	3.204973137
816	3.204720182
817	3.204192598
818	3.204005866
819	3.203542199
820	3.20320731
821	3.203022498
822	3.202741435
823	3.202394927
824	3.202100832
825	3.201806194
826	3.201571585
827	3.201234731
828	3.201028702
829	3.200818634
830	3.200690943
831	3.200221415
832	3.199932228
833	3.199757823
834	3.199352783
835	3.199137846
836	3.19894786
837	3.19882514
838	3.198660477
839	3.198401987
840	3.197966652
841	3.197619391
842	3.197217999
843	3.196863305
844	3.196541104
845	3.196314558
846	3.196098449
847	3.1958946
848	3.195470819
849	3.195216091
850	3.194900653
851	3.194522713
852	3.194294415
853	3.194137559
854	3.193747169
855	3.193379273
856	3.193143687
857	3.192897978
858	3.192568908
859	3.19229881
860	3.191861264
861	3.191452345
862	3.191283846
863	3.191032198
864	3.190811445
865	3.190486756
866	3.190105614
867	3.18988719
868	3.189581902
869	3.189358809
870	3.189159693
871	3.18873218
872	3.188507726
873	3.188246038
874	3.188049526
875	3.18788279
876	3.187671456
877	3.187508159
878	3.187292271
879	3.187009682
880	3.186730325
881	3.186507189
882	3.186162136
883	3.186013427
884	3.18579528
885	3.185576362
886	3.185265348
887	3.185080328
888	3.184901755
889	3.184755971
890	3.184532764
891	3.18429232
892	3.184045478
893	3.183817764
894	3.183640432
895	3.183382836
896	3.18334367
897	3.183130879
898	3.182972252
899	3.182746404
900	3.182463566
901	3.182231393
902	3.18203727
903	3.181923937
904	3.181626756
905	3.181419613
906	3.181113281
907	3.180836524
908	3.180658456
909	3.180397285
910	3.180263195
911	3.179996404
912	3.17971391
913	3.179506518
914	3.179296304
915	3.179036259
916	3.178885882
917	3.178444575
918	3.178319155
919	3.178191617
920	3.178063463
921	3.177840311
922	3.177588985
923	3.177305663
924	3.177051631
925	3.176787525
926	3.176429003
927	3.176215526
928	3.176031386
929	3.175840035
930	3.175534177
931	3.175144394
932	3.17497848
933	3.174670216
934	3.174420532
935	3.174048771
936	3.17383743
937	3.173602588
938	3.173400734
939	3.173043521
940	3.172791907
941	3.172469193
942	3.172265844
943	3.171947091
944	3.171664748
945	3.171311256
946	3.170979834
947	3.170910745
948	3.170610734
949	3.170487963
950	3.17025815
951	3.169971287
952	3.169677554
953	3.169363634
954	3.169104698
955	3.168897183
956	3.168650994
957	3.168351759
958	3.167961362
959	3.167697552
960	3.167462879
961	3.167291075
962	3.167174641
963	3.166949795
964	3.166696827
965	3.166432379
966	3.166144859
967	3.165958768
968	3.165793438
969	3.16557869
970	3.165467725
971	3.165121081
972	3.164807855
973	3.164458866
974	3.1640776
975	3.163795634
976	3.163528951
977	3.163311377
978	3.163028825
979	3.16286203
980	3.162580999
981	3.162396162
982	3.162181319
983	3.16201188
984	3.161796163
985	3.161595237
986	3.161406548
987	3.161149484
988	3.160987902
989	3.160736814
990	3.160536052
991	3.16020083
992	3.160102798
993	3.159703227
994	3.159448236
995	3.15926212
996	3.159007843
997	3.15885455
998	3.158618205
999	3.158493887
1000	3.158326449
1001	3.158056122
1002	3.157786995
1003	3.157690235
1004	3.157563082
1005	3.157199991
1006	3.157011041
1007	3.156774158
1008	3.156544844
1009	3.156297603
1010	3.156148972
1011	3.155897734
1012	3.155703433
1013	3.155585313
1014	3.155248343
1015	3.155040594
1016	3.154698822
1017	3.154465129
1018	3.154214765
1019	3.153950842
1020	3.153701358
1021	3.153457249
1022	3.153235179
1023	3.152934648
1024	3.152339691
1025	3.151986309
1026	3.151539365
1027	3.151369764
1028	3.151116983
1029	3.150830257
1030	3.150522372
1031	3.150314259
1032	3.15014944
1033	3.149939825
1034	3.149685092
1035	3.149439612
1036	3.149317972
1037	3.148977899
1038	3.148752608
1039	3.148548557
1040	3.148129009
1041	3.147916634
1042	3.14770994
1043	3.147507788
1044	3.147348797
1045	3.147020003
1046	3.146851675
1047	3.146685416
1048	3.146466637
1049	3.146395788
1050	3.146106855
1051	3.145749705
1052	3.145549509
1053	3.145347036
1054	3.145140765
1055	3.144987839
1056	3.144848917
1057	3.144539967
1058	3.144196743
1059	3.143953848
1060	3.143771461
1061	3.143474535
1062	3.143279313
1063	3.143151913
1064	3.142902634
1065	3.142659219
1066	3.142387337
1067	3.142150685
1068	3.141874468
1069	3.141591745
1070	3.141452903
1071	3.141170135
1072	3.140833019
1073	3.140474679
1074	3.140135422
1075	3.139738144
1076	3.139634645
1077	3.139510549
1078	3.139204997
1079	3.139037513
1080	3.138791679
1081	3.138565469
1082	3.138437796
1083	3.138273855
1084	3.13804528
1085	3.137845863
1086	3.137700258
1087	3.137581436
1088	3.137361976
1089	3.137106309
1090	3.136958708
1091	3.136723893
1092	3.136424208
1093	3.136199895
1094	3.136067051
1095	3.13576374
1096	3.135630041
1097	3.135446798
1098	3.135288352
1099	3.13508064
1100	3.134878571
1101	3.134694959
1102	3.134387027
1103	3.13427223
1104	3.134088115
1105	3.133951074
1106	3.13382653
1107	3.133685118
1108	3.133492202
1109	3.133317047
1110	3.133136929
1111	3.132915761
1112	3.132710001
1113	3.132549627
1114	3.132288164
1115	3.131948752
1116	3.131635675
1117	3.131330506
1118	3.131104779
1119	3.130820951
1120	3.130699198
1121	3.13050296
1122	3.130120542
1123	3.12990741
1124	3.129665828
1125	3.12948155
1126	3.12915007
1127	3.128940337
1128	3.128823715
1129	3.128693679
1130	3.128483885
1131	3.128333874
1132	3.128201424
1133	3.128006589
1134	3.127888743
1135	3.127627372
1136	3.127396131
1137	3.127242574
1138	3.127005875
1139	3.126879262
1140	3.126668029
1141	3.12649044
1142	3.126292045
1143	3.126047008
1144	3.125937075
1145	3.125533825
1146	3.125426905
1147	3.125256631
1148	3.125049943
1149	3.124975632
1150	3.124514986
1151	3.124316629
1152	3.124123531
1153	3.123888039
1154	3.123783613
1155	3.123608801
1156	3.123455206
1157	3.123275923
1158	3.123096364
1159	3.122868198
1160	3.122573512
1161	3.122348122
1162	3.122166835
1163	3.121986328
1164	3.121808735
1165	3.121595593
1166	3.121393545
1167	3.121160016
1168	3.121038123
1169	3.120758008
1170	3.120459795
1171	3.120305537
1172	3.120182337
1173	3.120000895
1174	3.119817218
1175	3.119605138
1176	3.119367207
1177	3.119117025
1178	3.11899721
1179	3.118784572
1180	3.118569644
1181	3.118418105
1182	3.118231306
1183	3.118016893
1184	3.117768039
1185	3.11756206
1186	3.117441083
1187	3.117190946
1188	3.117014642
1189	3.116759644
1190	3.11652574
1191	3.116360135
1192	3.116153138
1193	3.116006094
1194	3.115870172
1195	3.115703318
1196	3.115455328
1197	3.115455252
1198	3.115202875
1199	3.115053384
1200	3.114892195
1201	3.114666992
1202	3.114462827
1203	3.114222534
1204	3.114003632
1205	3.113779131
1206	3.113649972
1207	3.11345035
1208	3.113244628
1209	3.112933744
1210	3.112814402
1211	3.11281429
1212	3.112453327
1213	3.112331633
1214	3.112261631
1215	3.112165772
1216	3.111985239
1217	3.111855308
1218	3.111566394
1219	3.111375829
1220	3.111264569
1221	3.111119125
1222	3.110812881
1223	3.110551179
1224	3.110265734
1225	3.110024271
1226	3.109674185
1227	3.109440975
1228	3.109055193
1229	3.108734585
1230	3.108598037
1231	3.108407048
1232	3.108230129
1233	3.107957737
1234	3.107771148
1235	3.107446223
1236	3.107009298
1237	3.106849079
1238	3.106614992
1239	3.106516234
1240	3.106270853
1241	3.10604139
1242	3.10579515
1243	3.105679393
1244	3.105618076
1245	3.105206883
1246	3.104935174
1247	3.104791699
1248	3.104654306
1249	3.104547539
1250	3.104447292
1251	3.104216718
1252	3.104025404
1253	3.103893771
1254	3.103686073
1255	3.103469038
1256	3.103080371
1257	3.10297993
1258	3.102812072
1259	3.102562071
1260	3.102383851
1261	3.102119336
1262	3.101857239
1263	3.101721048
1264	3.101670856
1265	3.101576952
1266	3.101315287
1267	3.101135504
1268	3.100980442
1269	3.100768568
1270	3.10047146
1271	3.100324802
1272	3.099904631
1273	3.09972234
1274	3.099722246
1275	3.099477045
1276	3.09929735
1277	3.099178377
1278	3.098972799
1279	3.098823196
1280	3.098636682
1281	3.098403459
1282	3.098269345
1283	3.098022502
1284	3.097815297
1285	3.097629656
1286	3.09744468
1287	3.097213383
1288	3.096983889
1289	3.096597175
1290	3.096261956
1291	3.096001934
1292	3.09568003
1293	3.095439569
1294	3.095275105
1295	3.09488491
1296	3.094689135
1297	3.094523684
1298	3.094304005
1299	3.094139639
1300	3.094035909
1301	3.093863533
1302	3.093621108
1303	3.093442206
1304	3.093353826
1305	3.093193724
1306	3.09287428
1307	3.092639037
1308	3.092335409
1309	3.092186173
1310	3.091872007
1311	3.091657297
1312	3.091468162
1313	3.09129948
1314	3.091121602
1315	3.091016762
1316	3.090732071
1317	3.090609279
1318	3.090465071
1319	3.090199081
1320	3.090072927
1321	3.089871342
1322	3.089681107
1323	3.089569191
1324	3.089400173
1325	3.089300069
1326	3.088963735
1327	3.088552938
1328	3.088397079
1329	3.08825429
1330	3.088087304
1331	3.087874492
1332	3.087708758
1333	3.087541023
1334	3.087348849
1335	3.087034874
1336	3.086832597
1337	3.086497155
1338	3.086332755
1339	3.086216713
1340	3.085864002
1341	3.085593066
1342	3.085389309
1343	3.08527227
1344	3.085145003
1345	3.085030331
1346	3.084810775
1347	3.084715043
1348	3.084510506
1349	3.084296527
1350	3.084109196
1351	3.083837778
1352	3.083560487
1353	3.083419186
1354	3.083343526
1355	3.08309999
1356	3.082836559
1357	3.082613048
1358	3.082393459
1359	3.082303327
1360	3.082127444
1361	3.081795192
1362	3.081609826
1363	3.081330022
1364	3.081074477
1365	3.080769047
1366	3.080623641
1367	3.080495806
1368	3.080375735
1369	3.080259654
1370	3.079876226
1371	3.07967895
1372	3.079465629
1373	3.079335189
1374	3.079064055
1375	3.078933367
1376	3.078674076
1377	3.078460429
1378	3.078325943
1379	3.078172595
1380	3.077848415
1381	3.077673571
1382	3.077497615
1383	3.077277881
1384	3.077052829
1385	3.076876565
1386	3.076707791
1387	3.076498972
1388	3.076306481
1389	3.075965042
1390	3.07583074
1391	3.075636736
1392	3.075492046
1393	3.075299474
1394	3.075137173
1395	3.074919001
1396	3.074668583
1397	3.074490822
1398	3.074359548
1399	3.074240528
1400	3.074090727
1401	3.073942245
1402	3.073663489
1403	3.073565145
1404	3.073433003
1405	3.073330227
1406	3.07307522
1407	3.072977041
1408	3.072617485
1409	3.072495036
1410	3.07224397
1411	3.072085506
1412	3.071878469
1413	3.071725418
1414	3.071536428
1415	3.07140755
1416	3.071179814
1417	3.070972094
1418	3.070846457
1419	3.070643694
1420	3.070465869
1421	3.070291455
1422	3.070106484
1423	3.069977446
1424	3.069795903
1425	3.06971338
1426	3.069569663
1427	3.069393025
1428	3.069269057
1429	3.06898875
1430	3.06895181
1431	3.068762527
1432	3.068620878
1433	3.068414611
1434	3.068235737
1435	3.068073936
1436	3.067829036
1437	3.067648798
1438	3.067455831
1439	3.067281317
1440	3.067049648
1441	3.066858075
1442	3.066646217
1443	3.066470974
1444	3.066271939
1445	3.066229554
1446	3.065869952
1447	3.065756022
1448	3.065670775
1449	3.065595512
1450	3.065495566
1451	3.06530514
1452	3.065086196
1453	3.064935339
1454	3.064729517
1455	3.064641959
1456	3.064444651
1457	3.064186162
1458	3.063977112
1459	3.06387491
1460	3.063680513
1461	3.063526532
1462	3.063336159
1463	3.063108789
1464	3.06287828
1465	3.062712
1466	3.062541981
1467	3.06231676
1468	3.062249604
1469	3.062088744
1470	3.061874398
1471	3.061631774
1472	3.061387981
1473	3.061251412
1474	3.06104159
1475	3.061010343
1476	3.060877114
1477	3.060661541
1478	3.060557794
1479	3.060456864
1480	3.06005727
1481	3.059761263
1482	3.05947449
1483	3.059353209
1484	3.059177902
1485	3.059078185
1486	3.058967467
1487	3.058863767
1488	3.058712919
1489	3.058619779
1490	3.058565291
1491	3.058376933
1492	3.058209954
1493	3.057999484
1494	3.057796528
1495	3.057712549
1496	3.057474142
1497	3.057317773
1498	3.05721153
1499	3.057049127
1500	3.056820425
1501	3.05659952
1502	3.056377442
1503	3.056203092
1504	3.056062818
1505	3.055988788
1506	3.055801879
1507	3.055552886
1508	3.055205604
1509	3.055121308
1510	3.05498701
1511	3.054846285
1512	3.054642924
1513	3.054514721
1514	3.054417216
1515	3.05432223
1516	3.054153692
1517	3.05400887
1518	3.053816071
1519	3.053588815
1520	3.053416262
1521	3.0533109
1522	3.053165273
1523	3.053089458
1524	3.052968969
1525	3.05281606
1526	3.052651078
1527	3.052531691
1528	3.052359848
1529	3.052253716
1530	3.051990328
1531	3.051862529
1532	3.051691513
1533	3.051523272
1534	3.051321807
1535	3.051108263
1536	3.050983007
1537	3.050896019
1538	3.050748887
1539	3.050702984
1540	3.050547385
1541	3.050271451
1542	3.050011052
1543	3.04984784
1544	3.049780392
1545	3.049659723
1546	3.049564761
1547	3.049497694
1548	3.049324494
1549	3.049199434
1550	3.049061283
1551	3.048964478
1552	3.048707189
1553	3.04843845
1554	3.048224438
1555	3.048110378
1556	3.048039439
1557	3.047939071
1558	3.047796713
1559	3.047640637
1560	3.047405052
1561	3.047297368
1562	3.047270298
1563	3.047138595
1564	3.046951127
1565	3.046760609
1566	3.046574628
1567	3.046460428
1568	3.046399148
1569	3.046329224
1570	3.046196726
1571	3.046108531
1572	3.045897308
1573	3.045824125
1574	3.045704289
1575	3.045607377
1576	3.045492634
1577	3.045328309
1578	3.044999029
1579	3.044992848
1580	3.044880842
1581	3.04470214
1582	3.044527694
1583	3.044407887
1584	3.04418992
1585	3.044078719
1586	3.043989687
1587	3.043897008
1588	3.043665588
1589	3.043437002
1590	3.043316856
1591	3.043127364
1592	3.04298743
1593	3.04284643
