mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
55.47490921020508,1.320271079886049,2.1534891605377195,0.04986632802943901,0.8,0.03,4,600,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.07885512400882964,-0.07513229303018751,-0.07583118258736872,-0.07698023026098587,-0.07903247766513512,-0.07716626151050136,0.0015677429897642794,105
42.602875757217404,0.7243454656582492,2.101077079772949,0.06305058826126334,0.8,0.03,4,600,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.07576033525370453,-0.07599372771281195,-0.0738831420074499,-0.07616649902113695,-0.07728647277296813,-0.0758180353536143,0.001100522126064094,104
71.94195098876953,0.457421765941522,3.616419458389282,0.6179254031762432,0.8,0.03,4,800,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 800, 'model__subsample': 0.8}",-0.07408184137932247,-0.07157140558234013,-0.07073005667469165,-0.073780522850865,-0.07296768696065947,-0.07262630268957575,0.0012865393219359822,100
51.69315767288208,0.9823472655653555,3.894382286071777,0.4738366133125087,0.8,0.03,4,800,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 800, 'model__subsample': 1.0}",-0.06939333814982891,-0.07124754576571939,-0.06926871962534924,-0.07113679953083851,-0.07124037536316925,-0.07045735568698105,0.0009213200439770177,99
86.55010495185851,0.4096881272467885,4.619550991058349,1.0359684815177754,0.8,0.03,4,1000,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 1000, 'model__subsample': 0.8}",-0.0703637247523091,-0.06933772343689788,-0.06842191051916911,-0.07028137250420623,-0.06913298647637801,-0.06950754353779207,0.0007320639932957649,96
64.94352426528931,1.0117345718021682,5.008598709106446,0.509873241076889,0.8,0.03,4,1000,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 1000, 'model__subsample': 1.0}",-0.06697324704563147,-0.06840077302291726,-0.06652978556442968,-0.06802697637928555,-0.06742869470215847,-0.06747189534288447,0.0006795610282833754,90
74.50032458305358,2.435085845264261,6.712721729278565,0.5068056685676711,0.8,0.03,6,600,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.062365077738745486,-0.063364642777213,-0.0626872945573412,-0.06372094752457631,-0.06299850012383605,-0.06302729254434242,0.0004795661569828288,70
58.04867362976074,1.3726688568417258,8.540055179595948,0.3007335435397698,0.8,0.03,6,600,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 600, 'model__subsample': 1.0}",-0.06144685916224348,-0.06266690221048724,-0.0616645183289476,-0.06299933233292507,-0.06224133713716138,-0.06220378983435295,0.0005852398719898608,63
93.77273101806641,1.3794916116573828,8.090129280090332,0.16474743887152088,0.8,0.03,6,800,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 800, 'model__subsample': 0.8}",-0.061708862411697034,-0.06282819085475215,-0.06213955350475505,-0.06342704569757111,-0.06260409043890301,-0.06254154858153568,0.0005873919846952544,66
78.57222414016724,3.656279854611341,9.043719625473022,0.8689699307726452,0.8,0.03,6,800,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 800, 'model__subsample': 1.0}",-0.061035436116617825,-0.06218348226005263,-0.06107901363393561,-0.062463697269786934,-0.06158913972064144,-0.061670153800206885,0.0005748206434929909,48
111.93720965385437,1.501276966507419,11.903993797302245,0.3318182013973392,0.8,0.03,6,1000,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 1000, 'model__subsample': 0.8}",-0.06138610308805538,-0.06255438310131406,-0.06180572587685063,-0.06310023138589842,-0.062116402321778195,-0.06219256915477933,0.0005933964412789069,62
89.90656538009644,4.2110831396510235,11.040304327011109,0.6445626109245558,0.8,0.03,6,1000,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__n_estimators': 1000, 'model__subsample': 1.0}",-0.06063674117750325,-0.06200577339033572,-0.060853876439252746,-0.06226089022604061,-0.061173523365054765,-0.061386160919637424,0.0006386301622853684,42
97.3674346446991,1.8753340347025629,12.45272455215454,0.3067760431777998,0.8,0.03,8,600,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 8, 'model__n_estimators': 600, 'model__subsample': 0.8}",-0.06010787613494416,-0.0608943187549648,-0.06051773425280805,-0.06155139434324411,-0.06070556486800112,-0.06075537767079244,0.00047563875284739674,12
